Survey,State,6-Digit,County,Place,MSA/,PMSA,Ccity,Zip,Region,Division,Source,,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units
Date,Code,ID,Code,Code,Cmsa,Code,Code,Code,Code,,,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
 
200001,06,016000,037,0105,4472,4480, ,91007      ,4,9,1,,Arcadia,10,10,5275548,0,0,0,0,0,0,0,0,0
200001,06,017000,023,0110,9999,9999, ,95521      ,4,9,1,,Arcata,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,018000,079,0130,7460,9999, ,93420      ,4,9,1,,Arroyo Grande,5,5,920847,0,0,0,0,0,0,0,0,0
200001,06,019000,037,0135,4472,4480, ,47132      ,4,9,5,,Artesia,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,021000,079,0145,7460,9999,1,93422      ,4,9,5,,Atascadero,9,9,1625080,0,0,0,0,0,0,0,0,0
200001,06,022000,081,0150,7362,7360, ,94027      ,4,9,5,,Atherton town,1,1,686855,0,0,0,0,0,0,0,0,0
200001,06,023000,047,0155,4940,9999, ,95301      ,4,9,1,,Atwater,14,14,1266933,0,0,0,0,0,0,0,0,0
200001,06,024000,061,0160,6922,6920, ,95603      ,4,9,1,,Auburn,1,1,224419,0,0,0,0,0,0,0,0,0
200001,06,025000,037,0165,4472,4480, ,90704      ,4,9,1,,Avalon,1,1,325000,0,0,0,0,0,0,0,0,0
200001,06,026000,031,0170,9999,9999, ,93204      ,4,9,5,,Avenal,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,027000,037,0175,4472,4480, ,917021395  ,4,9,1,,Azusa,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,028000,029,0180,0680,9999,1,93301      ,4,9,5,,Bakersfield,121,121,12356856,0,0,0,2,7,476807,1,20,1269736
200001,06,029000,037,0185,4472,4480, ,91706      ,4,9,1,,Baldwin Park,2,2,239668,0,0,0,0,0,0,0,0,0
200001,06,030000,065,0190,4472,6780, ,92220      ,4,9,1,,Banning,1,1,53241,0,0,0,0,0,0,0,0,0
200001,06,031000,071,0195,4472,6780, ,92311      ,4,9,5,,Barstow,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,032000,065,0205,4472,6780, ,92223      ,4,9,1,,Beaumont,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,033000,037,0210,4472,4480, ,90201      ,4,9,1,,Bell,1,1,68000,0,0,0,0,0,0,0,0,0
200001,06,034000,037,0220,4472,4480, ,92806      ,4,9,5,,Bell Gardens,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,035000,037,0215,4472,4480, ,47132      ,4,9,5,,Bellflower,2,2,248332,0,0,0,0,0,0,0,0,0
200001,06,036000,081,0225,7362,7360, ,94002      ,4,9,1,,Belmont,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,037000,041,0230,7362,7360, ,94920      ,4,9,1,,Belvedere,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,038000,095,0235,7362,8720, ,94510      ,4,9,5,,Benicia,2,2,404219,0,0,0,0,0,0,0,0,0
200001,06,039000,001,0245,7362,5775,1,94704      ,4,9,5,,Berkeley,0,0,0,0,0,0,0,0,0,1,5,656250
200001,06,040000,037,0250,4472,4480, ,90210      ,4,9,5,,Beverly Hills,2,2,1624210,0,0,0,0,0,0,1,5,1234849
200001,06,041000,071,0255,4472,6780, ,92315      ,4,9,1,,Big Bear Lake,8,8,1423047,0,0,0,0,0,0,0,0,0
200001,06,043000,027,0275,9999,9999, ,93515      ,4,9,1,,Bishop,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,045000,065,0290,4472,6780, ,92225      ,4,9,1,,Blythe,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,046000,037,0315,4472,4480, ,47132      ,4,9,5,,Bradbury,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,047000,025,0320,9999,9999, ,92227      ,4,9,1,,Brawley,10,10,729177,0,0,0,0,0,0,0,0,0
200001,06,048000,059,0325,4472,5945, ,92621      ,4,9,5,,Brea,0,0,0,0,0,0,0,0,0,1,7,473593
200001,06,049000,013,0327,7362,5775, ,94513      ,4,9,4,,Brentwood,16,16,2224094,0,0,0,0,0,0,0,0,0
200001,06,050000,081,0328,7362,7360, ,94005      ,4,9,5,,Brisbane,0,0,0,1,2,185714,2,7,1279224,1,15,1993786
200001,06,051000,059,0335,4472,5945, ,90620      ,4,9,1,,Buena Park,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,052000,037,0340,4472,4480, ,91510      ,4,9,1,,Burbank,11,11,3965428,0,0,0,0,0,0,0,0,0
200001,06,053000,081,0345,7362,7360, ,94010      ,4,9,1,,Burlingame,4,4,996900,0,0,0,0,0,0,0,0,0
200001,06,054000,007,    ,1620,9999, ,95965      ,4,9,1,,Butte County Unincorporated Area,24,24,2901072,0,0,0,0,0,0,0,0,0
200001,06,054500,037,0362,4472,4480, ,91302      ,4,9,1,,Calabasas,2,2,900300,0,0,0,0,0,0,0,0,0
200001,06,055000,009,    ,9999,9999, ,95249      ,4,9,5,,Calaveras County Unincorporated Area,12,12,1912600,0,0,0,0,0,0,0,0,0
200001,06,056000,025,0365,9999,9999, ,92231      ,4,9,5,,Calexico,7,7,561747,0,0,0,0,0,0,1,5,210000
200001,06,057000,029,0367,0680,9999, ,93505      ,4,9,1,,California City,1,1,174780,0,0,0,0,0,0,0,0,0
200001,06,058000,065,0368,4472,6780, ,92408      ,4,9,4,,Calimesa,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,060000,055,0375,7362,8720, ,94515      ,4,9,1,,Calistoga,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,061000,111,0379,4472,8735, ,93010      ,4,9,1,,Camarillo,1,1,414236,0,0,0,0,0,0,0,0,0
200001,06,062000,085,0390,7362,7400, ,95008      ,4,9,4,,Campbell,4,4,556024,0,0,0,0,0,0,0,0,0
200001,06,062500,065,0397,4472,6780, ,92587      ,4,9,4,,Canyon Lake,10,10,1390059,0,0,0,0,0,0,0,0,0
200001,06,063000,087,0400,7362,7485, ,95010      ,4,9,1,,Capitola,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,064000,073,0405,7320,9999, ,920094859  ,4,9,1,,Carlsbad,86,86,21763187,0,0,0,0,0,0,0,0,0
200001,06,066000,083,0433,7480,9999, ,93013      ,4,9,5,,Carpinteria,1,1,217026,0,0,0,0,0,0,0,0,0
200001,06,067000,037,0440,4472,4480, ,47132      ,4,9,5,,Carson,1,1,166526,0,0,0,0,0,0,1,6,329513
200001,06,068000,065,0465,4472,6780, ,92234      ,4,9,5,,Cathedral City,15,15,1883960,0,0,0,1,3,317820,0,0,0
200001,06,069000,099,0480,5170,9999, ,95307      ,4,9,1,,Ceres,2,2,179143,0,0,0,0,0,0,0,0,0
200001,06,070000,037,0487,4472,4480, ,47132      ,4,9,5,,Cerritos,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,071000,007,0500,1620,9999,1,95927      ,4,9,1,,Chico,39,39,5120895,0,0,0,0,0,0,0,0,0
200001,06,072000,071,0510,4472,6780, ,91710      ,4,9,5,,Chino,7,7,1207939,0,0,0,0,0,0,0,0,0
200001,06,072500,071,0511,4472,6780, ,91709      ,4,9,1,,Chino Hills,2,2,591791,0,0,0,0,0,0,0,0,0
200001,06,073000,039,0515,2840,9999, ,93610      ,4,9,5,,Chowchilla,1,1,131843,0,0,0,0,0,0,0,0,0
200001,06,074000,073,0525,7320,9999, ,91910      ,4,9,4,,Chula Vista,118,118,16402697,0,0,0,0,0,0,0,0,0
200001,06,074500,067,0530,6922,6920, ,95621      ,4,9,1,,Citrus Heights,8,8,1596812,0,0,0,0,0,0,0,0,0
200001,06,075000,037,0535,4472,4480, ,91711      ,4,9,5,,Claremont,4,4,1051860,0,0,0,0,0,0,0,0,0
200001,06,078000,097,0545,7362,7500, ,95425      ,4,9,5,,Cloverdale,9,9,1576494,0,0,0,0,0,0,0,0,0
200001,06,079000,019,0550,2840,9999, ,93612      ,4,9,1,,Clovis,22,22,4061236,0,0,0,0,0,0,0,0,0
200001,06,080000,065,0555,4472,6780, ,92236      ,4,9,1,,Coachella,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,081000,019,0560,2840,9999, ,93210      ,4,9,1,,Coalinga,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,082000,061,0565,6922,6920, ,95713      ,4,9,1,,Colfax,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,083000,081,0575,7362,7360, ,94014      ,4,9,5,,Colma town,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,084000,071,0580,4472,6780, ,92324      ,4,9,1,,Colton,9,9,1565955,0,0,0,0,0,0,0,0,0
200001,06,086000,011,    ,9999,9999, ,95932      ,4,9,1,,Colusa County Unincorporated Area,3,3,672598,0,0,0,0,0,0,0,0,0
200001,06,087000,037,0587,4472,4480, ,47132      ,4,9,5,,Commerce,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,088000,037,0590,4472,4480, ,90220      ,4,9,1,,Compton,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,089000,013,0595,7362,5775, ,94519      ,4,9,5,,Concord,6,6,1605078,0,0,0,0,0,0,0,0,0
200001,06,090000,013,    ,7362,5775, ,94553      ,4,9,4,,Contra Costa County Unincorporated Area,122,122,16958721,0,0,0,0,0,0,0,0,0
200001,06,093000,065,0610,4472,6780, ,91720      ,4,9,1,,Corona,66,66,13075466,0,0,0,0,0,0,0,0,0
200001,06,094000,073,0615,7320,9999,1,92118      ,4,9,1,,Coronado,0,0,0,0,0,0,1,4,550368,0,0,0
200001,06,095000,041,0620,7362,7360, ,94925      ,4,9,5,,Corte Madera town,2,2,402763,0,0,0,0,0,0,0,0,0
200001,06,096000,059,0625,4472,5945, ,926281200  ,4,9,4,,Costa Mesa,5,5,695030,0,0,0,0,0,0,0,0,0
200001,06,097000,097,0628,7362,7500, ,949314217  ,4,9,1,,Cotati,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,098000,037,0635,4472,4480, ,91722      ,4,9,1,,Covina,0,0,0,0,0,0,0,0,0,0,0,0
200001,06,100000,037,0658,4472,4480, ,90201      ,4,9,5,,Cudahy,0,0,0,0,0,0,0,0,0,1,5,138889
200001,06,101000,037,0665,4472,4480, ,90230      ,4,9,5,,Culver City,1,1,110889,0,0,0,0,0,0,0,0,0
200001,06,102000,085,0670,7362,7400, ,95014      ,4,9,1,,Cupertino,7,7,2102000,0,0,0,0,0,0,0,0,0
200001,06,103000,059,0685,4472,5945, ,90630      ,4,9,1,,Cypress,15,15,3162093,0,0,0,0,0,0,0,0,0
200001,06,104000,081,0700,7362,7360, ,94015      ,4,9,1,,Daly City,1,1,272708,0,0,0,0,0,0,0,0,0
200001,06,105000,059,0705,4472,5945, ,92806      ,4,9,4,,Dana Point,15,15,2085089,0,0,0,0,0,0,0,0,0
