"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-03-31,"60015","IL","Chicago","Lake","Deerfield",4551,2988,-0.003003003003003,-0.0145118733509235,0.031055900621118,9373
2018-03-31,"77551","TX","Houston","Galveston","Galveston",4552,1445,0.00416956219596942,0.00767085076708508,0.00837404047452896,6290
2018-03-31,"44144","OH","Cleveland","Cuyahoga","Cleveland",4553,1023,0.00491159135559921,0.00788177339901478,0.0513874614594039,6811
2018-03-31,"44310","OH","Akron","Summit","Akron",4554,762,0.00660501981505945,0.0132978723404255,0.0214477211796247,7003
2018-03-31,"98383","WA","Bremerton","Kitsap","Silverdale",4555,1851,0.00216567406605306,0.0103711790393013,0.0487252124645892,5126
2018-03-31,"23607","VA","Virginia Beach","Newport News City","Newport News",4556,891,0.00112359550561798,0.00337837837837838,0.0217889908256881,5990
2018-03-31,"95501","CA","Eureka","Humboldt","Eureka",4557,1302,0.0187793427230047,-0.0091324200913242,-0.108219178082192,5586
2018-03-31,"46256","IN","Indianapolis","Marion","Indianapolis",4558,1435,-0.0103448275862069,-0.0304054054054054,0.0134180790960452,8615
2018-03-31,"29020","SC","Columbia","Kershaw","Camden",4559,1004,-0.00594059405940594,-0.0252427184466019,-0.0204878048780488,14196
2018-03-31,"96819","HI","Urban Honolulu","Honolulu","Honolulu",4560,2274,0.00176211453744493,-0.020671834625323,-0.0695581014729951,6287
2018-03-31,"97071","OR","Salem","Marion","Woodburn",4561,1489,-0.00134138162307176,0.00269360269360269,0.0620542082738944,6526
2018-03-31,"01803","MA","Boston","Middlesex","Burlington",4562,2625,0,-0.00303835928598557,0.0306242638398115,7160
2018-03-31,"12078","NY","Gloversville","Fulton","Gloversville",4563,1278,0.00235294117647059,-0.00467289719626168,0.0306451612903226,5803
2018-03-31,"91602","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",4564,3398,0.0041371158392435,0.0119118522930316,0.0234939759036145,4128
2018-03-31,"78734","TX","Austin","Travis","Lakeway",4565,2407,0.00417188151856487,0.0216468590831919,0.0410899653979239,8586
2018-03-31,"07424","NJ","New York","Passaic","Little Falls",4566,2023,-0.00540806293018682,-0.0184376516254246,0.00646766169154229,7089
2018-03-31,"79934","TX","El Paso","El Paso","El Paso",4567,1123,0.00178412132024978,0.0053715308863026,0.0135379061371841,6968
2018-03-31,"45248","OH","Cincinnati","Hamilton","Bridgetown",4568,1197,-0.000834724540901503,-0.000834724540901503,0.037261698440208,9777
2018-03-31,"85132","AZ","Phoenix","Pinal","Florence",4569,1089,0.00833333333333333,0.0206185567010309,0.0944723618090452,5816
2018-03-31,"98248","WA","Bellingham","Whatcom","Ferndale",4570,1640,-0.00846432889963724,-0.0249702734839477,0.0533076429030186,6641
2018-03-31,"85013","AZ","Phoenix","Maricopa","Phoenix",4571,1448,0.00346500346500346,0.0111731843575419,0.0298719772403983,6213
