"RegionName","City","State","Metro","CountyName","SizeRank","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03"
"11201","New York","NY","New York","Kings",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63139931740614,4.55625990491284,4.55037919826652,4.60365853658537,4.66040100250627,4.71450858034321,4.59135859997929,4.60617709437964,4.47242338941846,4.44215571205008,4.59259259259259,4.46082089552239,4.4727041759054,4.42286947141316,4.5273556231003,4.61933411030964
"79912","El Paso","TX","El Paso","El Paso",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.724438374255697,0.76735044529031,0.774090896902771,0.735584682533643,0.761893481557102,0.733201581027668,0.704545454545455,0.705000762976043,0.712935095334717,0.753348422624603,0.744981179422836,0.741578682755153,0.727334235453315
"90046","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.60714285714286,2.44951923076923,2.53970588235294,2.65197908887229,2.50312891113892,2.62260333176175,2.74375,2.74375,2.75714285714286,2.895,2.83216783216783,2.68969126111983,2.71736301369863,2.80625,2.66666666666667,2.68695652173913,2.62068965517241
"78130","New Braunfels","TX","San Antonio","Comal",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08291695985121,1.01824817518248,1.01824817518248,1.01897689768977,1.07697740112994,1.09124087591241,1.08438485804416,1.04887411993202,1.02254041248606,1.01824817518248,1.01824817518248,1.01824817518248,0.995454545454545,1.01824817518248,1.01824817518248
"20009","Washington","DC","Washington","District of Columbia",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61111111111111,3.41428571428571,3.43876018876019,3.40714285714286,3.42142857142857,3.42142857142857,3.53214285714286,3.56428571428571,3.77777777777778,4.07142857142857,4.02439024390244,3.95612244897959,3.97745098039216,4.23529411764706,4.14162895927602,4.2,4.1656862745098,4.16666666666667,4.16333333333333,4.17178542178542,4.21160560138116,4.25837104072398,4.32705432705433,4.29113924050633,4.35335497835498,4.24285714285714,4.43076923076923,4.37647058823529,4.42241586538462,4.47692307692308,4.61,4.77104825291181,4.83529411764706,4.61818181818182,4.6,4.54916666666667,4.47692307692308,4.47692307692308,4.68923007109363,4.47692307692308,4.43076923076923,4.28571428571429,4.07142857142857,4,3.93112244897959,3.82222222222222,3.94557823129252,4.10526315789474,4.08834586466165,4.01904761904762,3.92839165264414,3.92591411564626,3.94557823129252,4.10526315789474,3.95612244897959
"10462","New York","NY","New York","Bronx",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.647030651341,1.92857142857143,1.93389592123769,1.953125,2.05066344993969,2.09529553679131,2.05145112795492,2.07376717138073,2.125,1.99769230769231,1.93333333333333,1.98068267878394,1.99230769230769,1.90909090909091,1.85686380254222
"60613","Chicago","IL","Chicago","Cook",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65829145728643,1.64285714285714,1.65714285714286,1.53571428571429,1.58823529411765,1.63397129186603,1.69110576923077,1.69795321637427,1.68397435897436,1.65,1.65,1.65625,1.65909090909091,1.71875,1.77636363636364,1.70555555555556,1.70952380952381,1.72413793103448,1.7875,1.76666666666667,1.73205128205128,1.70044117647059,1.6764242226571,1.72666666666667,1.68153409090909,1.7070853960396,1.87867647058824,1.89285714285714,1.83333333333333,1.875,1.825,1.83,1.72727272727273,1.6875,1.665,1.66666666666667,1.72272727272727,1.75,1.89771241830065,1.8125
"10463","New York","NY","New York","Bronx",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43617886178862,2.46666666666667,2.4541958041958,2.41448692152917,2.46817082997583,2.42820512820513,2.42307692307692,2.33333333333333,2.51086956521739,2.52173913043478,2.43409552845528,2.4390243902439,2.43150641025641,2.45833333333333,2.55
"11230","New York","NY","New York","Kings",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12355212355212,2.13796022005925,2.30151515151515,2.26136363636364,2.26846846846847,2.31578947368421,2.23529411764706,2.25,2.26296580868229,2.33974358974359,2.33333333333333,2.37037037037037,2.375,2.37416666666667,2.25,2.22901785714286,2.23214285714286
"11209","New York","NY","New York","Kings",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96428571428571,1.99607329842932,2,2.12482294617564,2.17592592592593,2.09722222222222,1.99595331588133,2,2.07142857142857,2.0625,2.08333333333333,2.16129032258065,2.09090909090909,2.12406015037594,2.2,2.05832449628844,2.18181818181818,2.0625,2,2.15500376222724,2.02631578947368,2.18298109010011,2.36296296296296,2.33430941922889,2.32916666666667,2.33333333333333,2.30769230769231,2.27857142857143,2.27045454545455,2.32291666666667,2.25641025641026,2.20512820512821,2.25806451612903,2.28571428571429,2.28125,2.27272727272727
"60625","Chicago","IL","Chicago","Cook",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.425,1.41666666666667,1.4,1.4,1.45,1.46840909090909,1.43333333333333,1.475,1.52229508196721,1.52173913043478,1.56472832722833,1.56137048192771,1.65,1.67697494523549,1.4025,1.43666666666667,1.43333333333333,1.5,1.575,1.5625,1.55,1.6110248447205,1.65833333333333,1.74375,1.67261904761905,1.68125,1.61875,1.52173913043478,1.56517094017094,1.5975,1.55,1.53229166666667
"07030","Hoboken","NJ","New York","Hudson",22,,,,,,,,,,,,,,,,,,,,,,,,2.92619047619048,2.83333333333333,2.75,2.74471996771445,2.81497175141243,2.85256088165344,2.9047619047619,3,2.91229133010232,2.9,2.9041629355047,2.88888888888889,2.87958813995614,2.83333333333333,2.83316766070245,2.82957028404953,2.81307641633729,2.87735849056604,3,3.03944805049063,3,3,3,2.87037037037037,2.84348459961547,2.84626941516979,2.85565939771547,2.8125,2.8125,2.8,3.00435471100554,2.8695652173913,2.8030612244898,2.80612244897959,2.85282969885774,2.89444444444444,2.80612244897959,3.13176406926407,2.9585798816568,3,2.93478260869565,2.94324334278664,2.83089092334753,3.02,2.84905063291139,2.8,2.89444444444444,2.8030612244898,2.85,3,3.1,3.125,3.125,3.10364626413014,3.07407407407407,3.125,3.095064439494,3.05294117647059,3.00353356890459,2.94594594594595,2.97312466382305,2.96944244048233,2.95698924731183
