"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03"
"94582","San Ramon","CA","San Francisco","Contra Costa",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4250,4300,4300,4300,4500,4500,4495,4295,4295,4200,3995,4250,4200,4200
"33032","Princeton","FL","Miami-Fort Lauderdale","Miami-Dade",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1985,2075,1875,1800,1800,1877.5,2000,2000,1999,1950,1950,1962.5,1950,1950,1950,1950,1950,2000,1987,1950
"28348","Hope Mills","NC","Fayetteville","Cumberland",166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1200,1175,1247.5,1250,1250,1250,1275,1300,1350,1250,1225,1297.5,1262.5
"89139","Las Vegas","NV","Las Vegas","Clark",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1519.5,1600,1537.5,1595,1600,1695,1600,1600,1675,1650,1650,1750,1850,1645
"98006","Bellevue","WA","Seattle","King",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3400,3397.5,3400,3300,3500,3599,3300,3250,3175,3100,3100,3300,3395,3200
"89149","Las Vegas","NV","Las Vegas","Clark",169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.5,1445,1575,1760,1572.5,1650,1780,1600,1600,1497.5,1462.5,1500,1497.5,1445,1595
"02446","Brookline","MA","Boston","Norfolk",170,,,,,,,,,,,,3300,3400,3500,3500,3600,3600,3600,3600,3600,3600,3697.5,3700,3700,3750,3795,3800,3800,3800,3800,3800,3700,3700,3695,3800,3800,3950,4000,4000,4100,3997.5,4000,3900,3800,3700,3700,3800,3950,4000,4000,4000,4000,4000,4000,4000,3950,3800,3800,4000,4150,4200,4200,4150,4125,4000,4000,4000,3950,3900,3850,3800,4000,4450,4450,4200,4200,4200,4100,4100,4200,4100,4100,4450,4700,4500,4550,4500
"23503","Norfolk","VA","Virginia Beach","Norfolk City",171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1397.5,1247.5,1400,1412.5,1475,1467.5,1495,1350,1400,1375,1400,1400,1595,1547.5
"92591","Temecula","CA","Riverside","Riverside",172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2155,2180,2200,2195,2300,2300,2300,2225,2200,2200,2197.5,2200,2200,2300
"33029","Pembroke Pines","FL","Miami-Fort Lauderdale","Broward",173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,2622,2615,2630,2690,2600,2650,2600,2625,2600,2650,2640,2722.5,2675,2650
"94531","Antioch","CA","San Francisco","Contra Costa",174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2300,2300,2300,2350,2150,2300,2300,2465,2400,2300,2387.5,2400,2400,2400,2400
"28079","Indian Trail","NC","Charlotte","Union",175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1697,1712.5,1742,1699,1695,1664.5,1660,1650,1595,1650,1695,1695
"89178","Las Vegas","NV","Las Vegas","Clark",176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1495,1595,1595,1550,1597.5,1595,1600,1625,1595,1650,1672.5,1595,1525,1665
"77073","Houston","TX","Houston","Harris",177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1395,1425,1425,1425,1450,1445,1450,1440,1440,1425,1425,1450,1425,1425
"32065","Orange Park","FL","Jacksonville","Clay",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1500,1575,1595,1625,1660,1625,1572,1605,1620,1600,1595,1595,1612.5,1687.5
"89113","Las Vegas","NV","Las Vegas","Clark",179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,2022.5,1875,1900,1950,1895,1850,1995,1950,1872.5,1965,1947.5
"73012","Edmond","OK","Oklahoma City","Oklahoma",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,1695,1645,1645,1735,1850,1795,1640,1497.5,1500,1672.5,1650,1737.5,1810,1800
"32092","Saint Augustine","FL","Jacksonville","Saint Johns",181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.5,1775,1797.5,1862.5,1875,1895,1917.5,1897.5,1895,1825,1847.5,1895,1875,1895,1995
"89183","Las Vegas","NV","Las Vegas","Clark",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1450,1475,1650,1500,1525,1512.5,1512.5,1495,1495,1495,1537.5,1625,1550
"91789","Walnut","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3000,2875,2999,3000,2990,3050,3040,3200,3100,3100,2989.5,2950,2925
"02118","Boston","MA","Boston","Suffolk",184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300,5300,5300,5200,5200,5000,5000,5000,5000,5000,5000,5000,5450,5500,5547.5
"75033","Frisco","TX","Dallas-Fort Worth","Collin",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2250,2500,2550,2500,2475,2400,2395,2372.5,2250,2300,2400,2350,2350
"77389","The Woodlands","TX","Houston","Montgomery",186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2475,2500,2690,2500,2472.5,2625,2500,2500,2500,2500,2500,2500,2525,2500,2600,2600,2575,2500,2500,2437.5,2400,2450,2397.5,2400,2400,2500,2500,2400,2600,2450,2400,2370,2400,2300,2310,2200,2325,2350,2365,2300,2300,2250,2200,2200,2400,2500,2445,2300,2250
"02840","Newport","RI","Providence","Newport",187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2300,2267.5,2350,2447.5,2450,2500,2725,2725,2600,2600,2400,2600,2400,2400,2400,2450,2600,2600,2750,2800
"33594","Valrico","FL","Tampa","Hillsborough",188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1609,1687,1699,1760,1850,1750,1682.5,1630,1650,1675,1590,1589.5,1687.5,1725
"02125","Boston","MA","Boston","Suffolk",189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2700,2800,2900,2900,2800,2950,2800,2800,2650,2500,2400,2600,3000,3000,3000,3200,3200,3200,3100,3100,3000,2850,2850,2900,2900,3000,3175
"92651","Laguna Beach","CA","Los Angeles-Long Beach-Anaheim","Orange",189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500,9725,9250,9000,8250,9625,9200,9975,9725,10000,9975,9250,9500
"33076","Coral Springs","FL","Miami-Fort Lauderdale","Broward",191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3072.5,2800,2797.5,2800,2825,3000,2975,2950,3200,3200,3350,3400,2950,2950,3000,3000
"89081","North Las Vegas","NV","Las Vegas","Clark",192,,,,,,,,,,,,,1225,1235,1200,1250,1272.5,1300,1250,1197,1200,1200,1195,1200,1200,1195,1200,1200,1200,1200,1245,1245,1225,1250,1275,1200,1200,1200,1250,1200,1250,1250,1200,1200,1200,1250,1250,1250,1249,1250,1250,1250,1250,1200,1225,1250,1250,1200,1225,1250,1250,1295,1292.5,1295,1250,1295,1250,1295,1250,1250,1250,1250,1295,1304.5,1350,1395,1395,1375,1375,1350,1400,1400,1397.5,1350,1350,1400,1450
"30045","Lawrenceville","GA","Atlanta","Gwinnett",193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1472,1457.5,1495,1537.5,1560,1547.5,1500,1525,1530,1545,1525,1545,1550,1575,1592.5
"11937","East Hampton","NY","New York","Suffolk",194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,45000,40000,40000,39000,39000,35000,35000,37750,38500,35000,35000,35000,35000,30000
"66441","Junction City","KS","Junction City","Geary",195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1200,1287.5,1262.5,1237.5,1200,1200,1250,1250,1225,1200,1200,1225
"22101","Mc Lean","VA","Washington","Fairfax",196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,3750,3800,3900,3800,4000,3800,3700,3500,3500,3500,3500,3450,3500
"77493","Katy","TX","Houston","Harris",197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.5,1725,1792.5,1800,1812.5,1800,1800,1850,1900,1850,1850,1750,1712.5,1700,1800
"60621","Chicago","IL","Chicago","Cook",198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,1250,1200,1200,1187.5,1250,1200,1200,1225,1250,1295,1322.5
"78260","San Antonio","TX","San Antonio","Bexar",199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2145,2250,2300,2270,2195,2100,2100,2100,2100,2100,2100,2095,2295
"89141","Las Vegas","NV","Las Vegas","Clark",200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,1591,1600,1650,1600,1672.5,1612.5,1725,1650,1600,1617.5,1600,1650,1650,1650
"02119","Boston","MA","Boston","Suffolk",201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3262.5,3300,3300,3300,3250,3075,3000,2900,2900,3200,3200,3400,3275,3275
"31324","Richmond Hill","GA","Savannah","Bryan",202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1725,1750,1725,1725,1750,1700,1685,1700,1750,1775,1750,1700,1737.5
"02143","Somerville","MA","Boston","Middlesex",203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3250,3400,3500,3500,3400,3400,3350,3400,3400,3200,3200,3200,3200,3475,3400,3550,3600,3575,3500,3350,3375,3000,3000,3000,3000,3525,3550,3700,3800,3600,3800,3625,3200,3200,3000,3000,3450,3600,3750,3750,3800,3800,3500,3500,3800,3500,3400,3350,3500,3900
"32003","Fleming Island","FL","Jacksonville","Clay",204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1699,1750,1850,1850,1900,1895,1875,1850,1775,1785,1787.5,1750,1795,1800
"02145","Somerville","MA","Boston","Middlesex",205,,,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2500,2500,2500,2600,2500,2600,2600,2600,2400,2400,2450,2600,2600,2800,2800,2900,2875,2887.5,2850,2600,2600,2600,2600,2700,2900,2950,2850,2925,2900,2875,2800,2800,2800,2800,2850,2900,3000,3000,3200,3175,3200,3187.5,3187.5,2962.5,2900,2900,3100,3200,3400,3450,3475,3475,3475,3475,3300,3300,3300,3200,3312.5,3800,3800
"02144","Somerville","MA","Boston","Middlesex",206,,,,,,,,,,,,,,,,3000,3100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3325,3350,3300,3400,3350,3250,3200,3250,3200,3200,3200,3200,3200,3300,3225,3400,3500,3400,3200,3200,3200,3200,3200,3200,3300,3400,3425,3600,3700,3600,3400,3500,3500,3500,3400,3400,3700,3600,3700,3900,4000,3750,3400,3350,3400,3350,3500,3600,4000,4000,4000,4000,3900,3800,3600,3600,3600,3600,3600,3700,4200
"33579","Riverview","FL","Tampa","Hillsborough",207,,,,,,,,,,,,1295,1325,1350,1350,1372.5,1350,1350,1325,1350,1375,1390,1350,1412.5,1500,1475,1450,1475,1500,1550,1545,1500,1500,1495,1475,1475,1412.5,1450,1400,1400,1500,1485,1485,1495,1500,1485,1497.5,1495,1495,1475,1477.5,1507.5,1512.5,1550,1525,1550,1525,1500,1500,1495,1525,1550,1550,1537.5,1550,1550,1595,1550,1590,1550,1575,1500,1595,1599,1600,1647,1649,1665,1645,1655,1675,1595,1595,1600,1625,1635,1687.5
"02215","Boston","MA","Boston","Suffolk",208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800,4750,4250,4400,4400,4300,4100,4210,4800,5000,5125,5000
"33596","Valrico","FL","Tampa","Hillsborough",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.5,1859,1885,1975,1999.5,2000,1995,1945,1945,1900,1900,1945,1887.5,1947.5,1900
"32832","Orlando","FL","Orlando","Orange",210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2050,2095,2000,1995,2000,2000,1995,2100,2095,2105,2050
"79934","El Paso","TX","El Paso","El Paso",211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1197,1200,1250,1275,1295,1295,1312.5,1250,1250,1235,1242.5,1225,1200,1237
"02134","Boston","MA","Boston","Suffolk",212,,2600,2825,2800,2800,2700,2700,2650,2750,2600,2600,2800,3000,3000,3000,2950,2900,2800,2800,2800,2800,2800,2800,2900,3000,3025,3050,3000,3000,3000,3000,3000,3000,2995,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3000,3000,3200,3300,3400,3300,3300,3200,3200,3200,3191,3100,3000,3200,3400,3500,3500,3500,3500,3500,3400,3400,3300,3300,3200,3100,3500,3600,3600,3600,3600,3600,3500,3500,3500,3500,3200,3600,3795,3800,3800,3800
"33547","Riverview","FL","Tampa","Hillsborough",213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,2200,2200,2225,2150,2109.5,2200,2100,2150,2000,1990,2097.5,2042.5,2040,2075
"02140","Cambridge","MA","Boston","Middlesex",214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4500,4600,4400,4400,4400,4250,4000,3999,3800,3999.5,3800,3800,4200,4500
"02121","Boston","MA","Boston","Suffolk",215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2400,2425,2400,2500,2550,2575,2575,2537.5,2550,2550
"33569","Riverview","FL","Tampa","Hillsborough",216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,1649,1670,1695,1675,1680,1667.5,1687.5,1670,1617.5,1630,1667.5,1695,1722.5
"33897","Davenport","FL","Lakeland","Polk",217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1595,1569.5,1500,1575,1605,1650,1625,1665,1650,1600,1672.5,1700,1650,1700
"02445","Brookline","MA","Boston","Norfolk",218,,,,,,,,,,,,,,3100,3200,3200,3200,3200,3200,3200,3100,3100,3100,3100,3197,3200,3250,3300,3250,3300,3400,3250,3300,3200,3200,3200,3200,3400,3400,3500,3500,3700,3800,3700,3500,3397.5,3347.5,3397.5,3500,3600,3600,3600,3600,3600,3500,3425,3400,3400,3400,3400,3425,3750,3800,3800,3800,3750,3600,3600,3650,3475,3600,3400,3800,3800,3800,3875,4000,4000,3950,3950,3875,3800,3800,3800,3975,4000,3900
"78261","San Antonio","TX","San Antonio","Bexar",219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.5,2194,2087.5,2100,2100,2100,2095,2095,2000,1972.5,1850,1837.5,1837.5,1800,1947.5
"33185","Kendall West","FL","Miami-Fort Lauderdale","Miami-Dade",220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.5,2400,2525,2500,2525,2500,2514.5,2550,2557.5,2600,2600,2590,2500,2537.5,2600,2665,2625,2612.5,2650,2600
"23508","Norfolk","VA","Virginia Beach","Norfolk City",221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.5,1800,1900,1800,1790,1695,1695,1500,1500,1700,1598,1650,1790,1900
"02141","Cambridge","MA","Boston","Middlesex",222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4000,4000,4000,4000,4000,3700,3800,4000,4000,4000,3800,3500,3800
"02467","Brookline","MA","Boston","Norfolk",223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850,3700,3650,3800,3900,3925,4500,4450,4097.5,3825,4500,4500,4250,4200,3950,3837.5,3800
"33327","Weston","FL","Miami-Fort Lauderdale","Broward",224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,3050,3000,3000,3000,2850,3000,3150,3100,3150,3000,3000
"11963","Noyack","NY","New York","Suffolk",225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,50000,45000,40000,45000,44175,40000,40000,40000,40000,36000,38000,40000,37000,36500,36500,36000,35000
"02120","Boston","MA","Boston","Suffolk",226,,,,,,,,,,,,3600,3400,3400,3400,3250,3250,3300,3300,3400,3400,3400,3400,3500,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3775,3800,3800,3800,3800,3900,3900,3850,3900,3800,3700,3800,3900,4000,4000,4000,4000,3912.5,3950,3900,3900,3700,3600,3600,3750,4000,4100,4100,4100,4000,4000,3900,3800,3750,3600,3525,3637.5,3995,4200,4200,4200,4100,4000,4000,3900,3800,3800,3999,4000,4200,4200,4200,4100
"02458","Newton","MA","Boston","Middlesex",227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3300,3450,3500,3600,3400,3400,3400,3300,3550,3300,3300,3400,3500,3500
"02113","Boston","MA","Boston","Suffolk",228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,5200,5075,4850,4850,5100,5200,5200,5200,4950,4950,4950,5025,5100,5080
"19127","Philadelphia","PA","Philadelphia","Philadelphia",229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,2000,1995,1900,1815,1800,1825,1800,1700,1720,1800,1997.5,1997.5,2000
"11976","Water Mill","NY","New York","Suffolk",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,50000,50000,50000,49000,50000,50000,45000,43500,49500,50000,50000,50000,50000,50000,50000
"11959","Quogue","NY","New York","Suffolk",231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,44000,40000,38500,35000,35000,32000,31000,28000,27750,26750,28000,30000
